id,player_name,date,over_under,points,implied_likelihood,normal_likelihood,poisson_likelihood,raw_data_likelihood,weighted_likelihood,poisson_kelly
836,Ross Colton,2024-10-18,Under,2.5,47.17%,69.05%,70.72%,68.48%,67.64%,14.86%
822,Casey Mittelstadt,2024-10-18,Under,2.5,60.24%,76.21%,77.70%,75.30%,75.68%,14.64%
840,Josh Manson,2024-10-18,Under,2.5,65.36%,74.75%,77.53%,72.90%,71.98%,11.71%
824,Cale Makar,2024-10-18,Under,3.5,55.56%,63.21%,66.88%,64.54%,67.30%,8.50%
767,Rickard Rakell,2024-10-18,Over,1.5,62.50%,71.34%,70.04%,72.61%,65.95%,6.70%
800,Mark Scheifele,2024-10-18,Under,2.5,54.95%,58.63%,62.89%,53.16%,56.25%,5.88%
802,Josh Morrissey,2024-10-18,Under,2.5,49.75%,53.74%,58.24%,60.49%,56.25%,5.63%
778,Andrei Svechnikov,2024-10-18,Under,2.5,44.44%,47.86%,52.10%,48.80%,53.77%,4.60%
812,William Eklund,2024-10-18,Under,1.5,43.48%,45.65%,50.82%,47.83%,48.64%,4.33%
794,Jordan Staal,2024-10-18,Under,1.5,47.62%,48.50%,54.24%,53.99%,53.25%,4.22%
796,Gabriel Vilardi,2024-10-18,Under,2.5,53.48%,53.63%,58.72%,59.29%,55.35%,3.76%
781,Sidney Crosby,2024-10-18,Over,2.5,59.52%,66.55%,64.05%,62.13%,66.60%,3.73%
798,Nikolaj Ehlers,2024-10-18,Under,2.5,40.82%,42.17%,46.71%,43.85%,44.01%,3.32%
787,Kris Letang,2024-10-18,Over,1.5,56.50%,65.46%,60.40%,61.59%,59.14%,2.99%
831,Troy Terry,2024-10-18,Over,1.5,64.10%,68.63%,67.26%,67.79%,64.51%,2.94%
805,Tyler Toffoli,2024-10-18,Over,2.5,52.36%,60.37%,56.44%,58.18%,52.65%,2.86%
826,Mikko Rantanen,2024-10-18,Under,3.5,50.00%,50.40%,54.08%,53.61%,51.56%,2.72%
784,Shayne Gostisbehere,2024-10-18,Under,1.5,40.82%,40.92%,45.45%,44.30%,45.85%,2.61%
814,Jake Walman,2024-10-18,Under,1.5,41.67%,40.98%,45.92%,42.31%,49.02%,2.43%
804,Kyle Connor,2024-10-18,Under,3.5,53.19%,52.59%,56.36%,60.00%,58.72%,2.25%
769,Erik Karlsson,2024-10-18,Over,2.5,44.44%,52.00%,47.81%,44.97%,45.54%,2.02%
776,Seth Jarvis,2024-10-18,Under,2.5,60.61%,57.69%,62.67%,60.00%,60.23%,1.75%
808,Fabian Zetterlund,2024-10-18,Under,2.5,54.64%,52.58%,56.95%,62.09%,56.78%,1.69%
785,Michael Bunting,2024-10-18,Over,1.5,60.61%,64.78%,62.42%,58.33%,60.15%,1.54%
